date,open,high,low,close,volume
2015-04-13,4.357,4.423,4.341,4.404,825774208.0
2015-04-14,4.395,4.458,4.37,4.406,984846384.0
2015-04-15,4.406,4.45,4.364,4.369,1191779376.0
2015-04-16,4.369,4.517,4.323,4.512,1071165920.0
2015-04-17,4.53,4.631,4.529,4.59,1212683424.0
2015-04-20,4.59,4.649,4.47,4.49,1263876368.0
2015-04-21,4.493,4.588,4.486,4.585,1329915440.0
2015-04-22,4.6,4.717,4.6,4.71,1216951584.0
2015-04-23,4.737,4.749,4.666,4.705,972563712.0
2015-04-24,4.67,4.7,4.592,4.688,870871296.0
2015-04-27,4.737,4.795,4.702,4.785,1126696704.0
2015-04-28,4.769,4.804,4.679,4.723,1251906832.0
2015-04-29,4.723,4.775,4.681,4.749,802790624.0
2015-04-30,4.76,4.797,4.737,4.739,765820016.0
2015-05-04,4.739,4.77,4.688,4.765,798841552.0
2015-05-05,4.76,4.76,4.553,4.584,981395200.0
2015-05-06,4.59,4.678,4.497,4.536,1878249312.0
2015-05-07,4.511,4.528,4.442,4.457,2500567520.0
2015-05-08,4.49,4.53,4.42,4.526,1309472800.0
2015-05-11,4.55,4.68,4.508,4.675,2702015632.0
2015-05-12,4.674,4.731,4.642,4.729,781912592.0
2015-05-13,4.735,4.735,4.656,4.685,682368448.0
2015-05-14,4.686,4.707,4.653,4.674,615597776.0
2015-05-15,4.668,4.67,4.567,4.588,824120016.0
2015-05-18,4.573,4.597,4.533,4.554,737268608.0
2015-05-19,4.554,4.727,4.547,4.711,1511441664.0
2015-05-20,4.737,4.833,4.697,4.733,2074177056.0
2015-05-21,4.745,4.833,4.732,4.83,1163571808.0
2015-05-22,4.865,4.938,4.849,4.934,1215924560.0
2015-05-25,4.928,5.092,4.922,5.09,1136578464.0
2015-05-26,5.1,5.18,5.039,5.165,1130920608.0
2015-05-27,5.185,5.21,5.097,5.165,1504854688.0
2015-05-28,5.159,5.18,4.755,4.815,1509791280.0
2015-05-29,4.83,4.896,4.64,4.818,2055018992.0
2015-06-01,4.818,5.08,4.801,5.07,1754210416.0
2015-06-02,5.07,5.162,5.002,5.156,1512321504.0
2015-06-03,5.156,5.166,5.025,5.113,1430179600.0
2015-06-04,5.115,5.18,4.709,5.171,2182733536.0
2015-06-05,5.2,5.25,5.051,5.179,1440508512.0
2015-06-08,5.195,5.35,5.132,5.306,2523308000.0
2015-06-09,5.315,5.323,5.196,5.263,1762319872.0
2015-06-10,5.234,5.347,5.196,5.258,703178992.0
2015-06-11,5.258,5.3,5.206,5.259,734093712.0
2015-06-12,5.281,5.328,5.235,5.298,820533248.0
2015-06-15,5.313,5.331,5.158,5.171,877839280.0
2015-06-16,5.149,5.166,4.98,5.035,912758576.0
2015-06-17,5.037,5.138,4.935,5.11,1094024224.0
2015-06-18,5.079,5.09,4.894,4.909,872297840.0
2015-06-19,4.844,4.889,4.591,4.603,1084007920.0
2015-06-23,4.616,4.784,4.446,4.766,1760686560.0
2015-06-24,4.79,4.877,4.68,4.871,1341641264.0
2015-06-25,4.892,4.915,4.662,4.696,676086224.0
2015-06-26,4.59,4.658,4.229,4.346,989303616.0
2015-06-29,4.443,4.445,3.96,4.182,1734793984.0
2015-06-30,4.19,4.485,3.996,4.484,2765317584.0
2015-07-01,4.414,4.532,4.171,4.197,1386366352.0
2015-07-02,4.28,4.322,3.96,4.108,2261637312.0
2015-07-03,4.108,4.185,3.785,3.919,3581953792.0
2015-07-06,4.308,4.308,3.83,4.025,4918303744.0
2015-07-07,3.92,3.982,3.769,3.848,3383389040.0
2015-07-08,3.55,3.7,3.463,3.463,1658607440.0
2015-07-09,3.42,3.809,3.41,3.809,1392556528.0
2015-07-10,3.93,4.19,3.862,4.189,1249760080.0
2015-07-13,4.15,4.316,4.1,4.234,1032250432.0
2015-07-14,4.165,4.297,4.092,4.154,909731904.0
2015-07-15,4.092,4.139,3.9,3.945,600683552.0
2015-07-16,3.93,4.103,3.89,4.036,633754912.0
2015-07-17,4.07,4.23,4.023,4.2,733647712.0
2015-07-20,4.183,4.254,4.134,4.188,689596112.0
2015-07-21,4.134,4.244,4.105,4.214,471259376.0
2015-07-22,4.2,4.225,4.136,4.194,366573760.0
2015-07-23,4.199,4.32,4.181,4.308,520488960.0
2015-07-24,4.302,4.336,4.192,4.218,420040944.0
2015-07-27,4.136,4.196,3.796,3.803,508691392.0
2015-07-28,3.722,3.92,3.666,3.847,761611904.0
2015-07-29,3.881,3.996,3.81,3.988,524545696.0
2015-07-30,3.95,4.011,3.839,3.851,390171504.0
2015-07-31,3.841,3.91,3.805,3.851,350509168.0
2015-08-03,3.794,3.86,3.765,3.852,219344059.0
2015-08-04,3.861,4.011,3.839,4.005,282740112.0
2015-08-05,3.987,3.995,3.877,3.916,373591696.0
2015-08-06,3.856,3.93,3.838,3.873,295871440.0
2015-08-07,3.901,3.98,3.9,3.953,685893264.0
2015-08-10,3.98,4.164,3.961,4.148,399159520.0
2015-08-11,4.135,4.148,4.081,4.099,300425216.0
2015-08-12,4.058,4.128,4.048,4.057,388521568.0
2015-08-13,4.058,4.117,4.001,4.112,465258752.0
2015-08-14,4.127,4.145,4.091,4.102,545842864.0
2015-08-17,4.08,4.116,4.045,4.109,345598624.0
2015-08-18,4.11,4.135,3.82,3.827,460601200.0
2015-08-19,3.795,3.935,3.7,3.915,591963488.0
2015-08-20,3.874,3.913,3.801,3.815,233326435.0
2015-08-21,3.8,3.813,3.616,3.625,693137984.0
2015-08-24,3.51,3.514,3.263,3.263,542239632.0
2015-08-25,3.105,3.23,2.974,2.983,710535840.0
2015-08-26,3.07,3.221,2.986,3.067,735620656.0
2015-08-27,3.123,3.27,3.066,3.257,708696208.0
2015-08-28,3.277,3.42,3.236,3.402,568256032.0
2015-08-31,3.32,3.402,3.245,3.395,313629088.0
2015-09-01,3.301,3.398,3.218,3.382,227411321.0
2015-09-02,3.279,3.42,3.231,3.372,244408893.0
2015-09-07,3.37,3.472,3.277,3.289,178587489.0
2015-09-08,3.25,3.394,3.19,3.378,203250023.0
2015-09-09,3.398,3.468,3.373,3.442,188386447.0
2015-09-10,3.397,3.448,3.376,3.381,101627981.0
2015-09-11,3.389,3.442,3.359,3.388,255079986.0
2015-09-14,3.398,3.407,3.2,3.269,198007174.0
2015-09-15,3.238,3.277,3.162,3.173,216623773.0
2015-09-16,3.183,3.395,3.16,3.345,572357360.0
2015-09-17,3.303,3.381,3.274,3.28,419773136.0
2015-09-18,3.3,3.313,3.26,3.279,258148381.0
2015-09-21,3.251,3.36,3.231,3.339,252574446.0
2015-09-22,3.338,3.413,3.329,3.365,211611262.0
2015-09-23,3.3,3.35,3.28,3.287,87301995.0
2015-09-24,3.32,3.333,3.28,3.315,77205840.0
2015-09-25,3.303,3.314,3.223,3.243,112398720.0
2015-09-28,3.249,3.274,3.225,3.262,101835984.0
2015-09-29,3.224,3.233,3.18,3.199,73216674.0
2015-09-30,3.212,3.25,3.21,3.221,50208266.0
2015-10-08,3.355,3.362,3.336,3.337,110258919.0
2015-10-09,3.33,3.399,3.33,3.379,97261864.0
2015-10-12,3.38,3.545,3.38,3.52,196904376.0
2015-10-13,3.483,3.505,3.463,3.495,144310758.0
2015-10-14,3.478,3.508,3.455,3.457,113842553.0
2015-10-15,3.448,3.548,3.44,3.546,126322277.0
2015-10-16,3.56,3.598,3.545,3.595,207569965.0
2015-10-19,3.597,3.624,3.563,3.589,120340775.0
2015-10-20,3.587,3.64,3.564,3.636,79532845.0
2015-10-21,3.64,3.647,3.472,3.527,165859614.0
2015-10-22,3.5,3.579,3.498,3.572,97325109.0
2015-10-23,3.573,3.641,3.568,3.635,119779881.0
2015-10-26,3.666,3.672,3.619,3.641,180318324.0
2015-10-27,3.633,3.659,3.538,3.643,132236099.0
2015-10-28,3.623,3.646,3.568,3.579,174448320.0
2015-10-29,3.582,3.62,3.558,3.584,121324456.0
2015-10-30,3.577,3.626,3.545,3.585,99564884.0
2015-11-02,3.554,3.594,3.514,3.525,268080333.0
2015-11-03,3.531,3.54,3.48,3.498,221278067.0
2015-11-04,3.507,3.715,3.507,3.708,271206816.0
2015-11-05,3.696,3.855,3.671,3.767,272744336.0
2015-11-06,3.766,3.867,3.755,3.857,264607632.0
2015-11-09,3.85,3.94,3.85,3.897,251780519.0
2015-11-10,3.86,3.923,3.859,3.886,140106416.0
2015-11-11,3.885,3.895,3.83,3.881,176515062.0
2015-11-12,3.885,3.89,3.813,3.841,144470283.0
2015-11-13,3.816,3.841,3.782,3.804,147450630.0
2015-11-16,3.758,3.83,3.74,3.826,137476088.0
2015-11-17,3.843,3.918,3.8,3.812,148675852.0
2015-11-18,3.814,3.828,3.699,3.779,137045472.0
2015-11-19,3.781,3.838,3.766,3.836,100104858.0
2015-11-20,3.835,3.849,3.811,3.825,119001859.0
2015-11-23,3.82,3.862,3.8,3.806,87720256.0
2015-11-24,3.794,3.81,3.75,3.809,125306848.0
2015-11-25,3.802,3.836,3.787,3.832,148588894.0
2015-11-26,3.856,3.857,3.802,3.814,126799420.0
2015-11-27,3.8,3.8,3.586,3.608,185180577.0
2015-11-30,3.615,3.638,3.51,3.609,203567284.0
2015-12-01,3.604,3.663,3.58,3.637,279014352.0
2015-12-02,3.634,3.8,3.618,3.793,186980377.0
2015-12-03,3.783,3.816,3.749,3.801,145664390.0
2015-12-04,3.783,3.783,3.714,3.729,139429870.0
2015-12-07,3.732,3.76,3.707,3.735,78512644.0
2015-12-08,3.711,3.717,3.663,3.681,94908142.0
2015-12-09,3.679,3.708,3.66,3.686,94259041.0
2015-12-10,3.696,3.734,3.656,3.679,210355633.0
2015-12-11,3.66,3.688,3.635,3.661,150733983.0
2015-12-14,3.639,3.775,3.629,3.773,198995061.0
2015-12-15,3.77,3.772,3.726,3.737,140912682.0
2015-12-16,3.751,3.768,3.731,3.738,97198442.0
2015-12-17,3.759,3.819,3.759,3.808,157151362.0
2015-12-18,3.808,3.856,3.797,3.822,148984514.0
2015-12-21,3.81,3.949,3.8,3.922,159482597.0
2015-12-22,3.928,3.933,3.883,3.927,154148488.0
2015-12-23,3.928,3.98,3.912,3.922,289263648.0
2015-12-24,3.916,3.922,3.843,3.875,198218870.0
2015-12-25,3.885,3.899,3.861,3.895,147544494.0
2015-12-28,3.884,3.899,3.774,3.778,166164893.0
2015-12-29,3.771,3.814,3.766,3.813,152912918.0
2015-12-30,3.813,3.818,3.781,3.812,139157511.0
2015-12-31,3.801,3.829,3.776,3.778,127070020.0
