,code,time_key,open,close,high,low,pe_ratio,turnover_rate,volume,turnover,change_rate,last_close
0,SH.517200,2021-09-13 09:45:00,0.789,0.781,0.789,0.779,0.0,0.0,786500,614499.0,-1.0139416983523455,0.789
1,SH.517200,2021-09-13 10:00:00,0.78,0.78,0.781,0.78,0.0,0.0,193000,150624.0,-0.12804097311139576,0.781
2,SH.517200,2021-09-13 10:15:00,0.78,0.782,0.784,0.778,0.0,0.0,1240100,967412.0,0.2564102564102566,0.78
3,SH.517200,2021-09-13 10:30:00,0.782,0.78,0.782,0.78,0.0,0.0,726800,567846.0,-0.25575447570332505,0.782
4,SH.517200,2021-09-13 10:45:00,0.78,0.782,0.782,0.78,0.0,0.0,141100,110263.0,0.2564102564102566,0.78
5,SH.517200,2021-09-13 11:00:00,0.782,0.78,0.782,0.779,0.0,0.0,486300,379556.0,-0.25575447570332505,0.782
6,SH.517200,2021-09-13 11:15:00,0.78,0.78,0.78,0.779,0.0,0.0,98800,77052.0,0.0,0.78
7,SH.517200,2021-09-13 11:30:00,0.78,0.781,0.782,0.78,0.0,0.0,37700,29446.0,0.1282051282051283,0.78
8,SH.517200,2021-09-13 13:15:00,0.782,0.778,0.782,0.778,0.0,0.0,1279600,997455.0,-0.3841229193341873,0.781
9,SH.517200,2021-09-13 13:30:00,0.778,0.777,0.779,0.777,0.0,0.0,771600,599928.0,-0.12853470437018008,0.778
10,SH.517200,2021-09-13 13:45:00,0.777,0.774,0.778,0.773,0.0,0.0,905600,702544.0,-0.38610038610038644,0.777
11,SH.517200,2021-09-13 14:00:00,0.774,0.775,0.776,0.774,0.0,0.0,45700,35400.0,0.12919896640826883,0.774
12,SH.517200,2021-09-13 14:15:00,0.776,0.778,0.778,0.776,0.0,0.0,222500,172855.0,0.3870967741935487,0.775
13,SH.517200,2021-09-13 14:30:00,0.778,0.779,0.78,0.778,0.0,0.0,182400,142166.0,0.12853470437018008,0.778
14,SH.517200,2021-09-13 14:45:00,0.779,0.779,0.78,0.779,0.0,0.0,155500,121286.0,0.0,0.779
15,SH.517200,2021-09-13 15:00:00,0.779,0.781,0.781,0.779,0.0,0.0,131300,102447.0,0.25673940949935836,0.779
16,SH.517200,2021-09-14 09:45:00,0.781,0.777,0.783,0.777,0.0,0.0,964400,752771.0,-0.512163892445583,0.781
17,SH.517200,2021-09-14 10:00:00,0.776,0.775,0.776,0.773,0.0,0.0,948900,735009.0,-0.2574002574002576,0.777
18,SH.517200,2021-09-14 10:15:00,0.776,0.776,0.777,0.774,0.0,0.0,109700,85027.0,0.12903225806451624,0.775
19,SH.517200,2021-09-14 10:30:00,0.776,0.779,0.782,0.776,0.0,0.0,1490700,1163484.0,0.3865979381443302,0.776
20,SH.517200,2021-09-14 10:45:00,0.78,0.781,0.781,0.78,0.0,0.0,13100,10230.0,0.25673940949935836,0.779
21,SH.517200,2021-09-14 11:00:00,0.78,0.779,0.781,0.779,0.0,0.0,360800,281360.0,-0.2560819462227915,0.781
22,SH.517200,2021-09-14 11:15:00,0.778,0.778,0.778,0.777,0.0,0.0,44800,34820.0,-0.12836970474967918,0.779
23,SH.517200,2021-09-14 11:30:00,0.777,0.778,0.778,0.777,0.0,0.0,119300,92762.0,0.0,0.778
24,SH.517200,2021-09-14 13:15:00,0.777,0.778,0.778,0.777,0.0,0.0,179600,139596.0,0.0,0.778
